stu_id,name,semester_id,avg_grade,attendance_percentage,assessment_count,avg_score,engagement_ratio,consistency_diff,assessment_level,risk_score,score_improvement,at_risk
29,Jenny Patterson,2,73.0,79,3,70.0,19.75,3.0,0,8.0,-3.0,0
29,Jenny Patterson,3,62.0,67,3,88.33,16.75,26.33,0,31.0,26.33,0
29,Jenny Patterson,3,78.0,88,3,74.0,22.0,4.0,0,0.0,-4.0,0
29,Jenny Patterson,3,57.0,92,3,75.0,23.0,18.0,0,11.0,18.0,1
30,Felicia Small,1,45.0,53,3,33.67,13.25,11.329999999999998,0,62.0,-11.329999999999998,1
30,Felicia Small,1,81.0,66,3,75.67,16.5,5.329999999999998,0,13.0,-5.329999999999998,0
30,Felicia Small,1,66.0,82,3,67.67,20.5,1.6700000000000017,0,12.0,1.6700000000000017,0
30,Felicia Small,1,98.0,88,3,82.33,22.0,15.670000000000002,0,0.0,-15.670000000000002,0
30,Felicia Small,2,49.0,32,3,45.0,8.0,4.0,0,79.0,-4.0,1
30,Felicia Small,2,50.0,85,3,76.67,21.25,26.67,0,25.0,26.67,1
30,Felicia Small,2,69.0,99,3,76.67,24.75,7.670000000000002,0,0.0,7.670000000000002,0
30,Felicia Small,3,42.0,42,3,40.0,10.5,2.0,0,76.0,-2.0,1
30,Felicia Small,3,100.0,65,3,65.33,16.25,34.67,0,0.0,-34.67,0
30,Felicia Small,3,79.0,69,3,61.0,17.25,18.0,0,12.0,-18.0,0
30,Felicia Small,3,80.0,93,3,62.33,23.25,17.67,0,0.0,-17.67,0
31,Jeff Young,1,96.0,62,3,75.67,15.5,20.33,0,2.0,-20.33,0
31,Jeff Young,1,98.0,66,3,65.67,16.5,32.33,0,0.0,-32.33,0
31,Jeff Young,1,58.0,79,3,65.67,19.75,7.670000000000002,0,23.0,7.670000000000002,1
31,Jeff Young,1,90.0,90,3,71.33,22.5,18.67,0,0.0,-18.67,0
31,Jeff Young,2,52.0,64,3,83.0,16.0,31.0,0,44.0,31.0,1
31,Jeff Young,2,54.0,90,3,77.33,22.5,23.33,0,16.0,23.33,1
31,Jeff Young,2,80.0,100,3,59.67,25.0,20.33,0,0.0,-20.33,0
31,Jeff Young,3,97.0,62,3,88.0,15.5,9.0,0,1.0,-9.0,0
31,Jeff Young,3,53.0,69,3,71.0,17.25,18.0,0,38.0,18.0,1
31,Jeff Young,3,82.0,77,3,77.67,19.25,4.329999999999998,0,1.0,-4.329999999999998,0
31,Jeff Young,3,84.0,92,3,74.33,23.0,9.670000000000002,0,0.0,-9.670000000000002,0
31,Jeff Young,3,87.0,93,3,65.33,23.25,21.67,0,0.0,-21.67,0
32,Ralph Hernandez,1,99.0,67,3,83.67,16.75,15.329999999999998,0,0.0,-15.329999999999998,0
32,Ralph Hernandez,1,47.0,68,3,47.33,17.0,0.3299999999999983,0,45.0,0.3299999999999983,1
32,Ralph Hernandez,1,79.0,85,3,76.33,21.25,2.6700000000000017,0,0.0,-2.6700000000000017,0
32,Ralph Hernandez,2,48.0,63,3,39.33,15.75,8.670000000000002,0,49.0,-8.670000000000002,1
32,Ralph Hernandez,2,55.0,75,3,79.67,18.75,24.67,0,30.0,24.67,1
32,Ralph Hernandez,2,100.0,94,3,89.67,23.5,10.329999999999998,0,0.0,-10.329999999999998,0
32,Ralph Hernandez,3,33.0,52,3,35.67,13.0,2.6700000000000017,0,75.0,2.6700000000000017,1
32,Ralph Hernandez,3,98.0,63,3,65.33,15.75,32.67,0,0.0,-32.67,0
32,Ralph Hernandez,3,71.0,88,3,72.67,22.0,1.6700000000000017,0,1.0,1.6700000000000017,0
33,Barbara Smith,1,98.0,81,3,66.33,20.25,31.67,0,0.0,-31.67,0
33,Barbara Smith,1,55.0,84,3,74.33,21.0,19.33,0,21.0,19.33,1
33,Barbara Smith,2,35.0,45,3,32.0,11.25,3.0,0,80.0,-3.0,1
33,Barbara Smith,2,94.0,67,3,66.67,16.75,27.33,0,0.0,-27.33,0
33,Barbara Smith,2,83.0,73,3,83.67,18.25,0.6700000000000017,0,4.0,0.6700000000000017,0
33,Barbara Smith,2,62.0,83,3,69.67,20.75,7.670000000000002,0,15.0,7.670000000000002,0
33,Barbara Smith,2,50.0,90,3,70.0,22.5,20.0,0,20.0,20.0,1
33,Barbara Smith,3,75.0,76,3,79.0,19.0,4.0,0,9.0,4.0,0
33,Barbara Smith,3,54.0,84,3,67.0,21.0,13.0,0,22.0,13.0,1
33,Barbara Smith,3,67.0,100,3,83.0,25.0,16.0,0,0.0,16.0,0
34,David Henderson,1,81.0,80,3,87.33,20.0,6.329999999999998,0,0.0,6.329999999999998,0
34,David Henderson,1,92.0,84,3,66.67,21.0,25.33,0,0.0,-25.33,0
34,David Henderson,1,54.0,92,3,77.0,23.0,23.0,0,14.0,23.0,1
34,David Henderson,1,56.0,96,3,79.0,24.0,23.0,0,8.0,23.0,1
34,David Henderson,2,30.0,58,3,41.33,14.5,11.329999999999998,0,72.0,11.329999999999998,1
34,David Henderson,2,56.0,61,3,77.33,15.25,21.33,0,43.0,21.33,1
34,David Henderson,2,68.0,79,3,76.33,19.75,8.329999999999998,0,13.0,8.329999999999998,0
34,David Henderson,2,98.0,87,3,87.67,21.75,10.329999999999998,0,0.0,-10.329999999999998,0
34,David Henderson,2,58.0,91,3,83.33,22.75,25.33,0,11.0,25.33,1
34,David Henderson,3,61.0,61,3,73.0,15.25,12.0,0,38.0,12.0,0
34,David Henderson,3,52.0,69,3,69.0,17.25,17.0,0,39.0,17.0,1
34,David Henderson,3,37.0,75,3,46.67,18.75,9.670000000000002,0,48.0,9.670000000000002,1
35,Elizabeth Choi,1,69.0,73,3,73.0,18.25,4.0,0,18.0,4.0,0
35,Elizabeth Choi,1,79.0,86,3,71.33,21.5,7.670000000000002,0,0.0,-7.670000000000002,0
35,Elizabeth Choi,1,54.0,91,3,79.0,22.75,25.0,0,15.0,25.0,1
35,Elizabeth Choi,1,65.0,93,3,70.0,23.25,5.0,0,2.0,5.0,0
35,Elizabeth Choi,1,97.0,98,3,66.33,24.5,30.67,0,0.0,-30.67,0
35,Elizabeth Choi,2,70.0,65,3,77.0,16.25,7.0,0,25.0,7.0,0
35,Elizabeth Choi,2,54.0,86,3,61.67,21.5,7.670000000000002,0,20.0,7.670000000000002,1
35,Elizabeth Choi,2,77.0,90,3,74.33,22.5,2.6700000000000017,0,0.0,-2.6700000000000017,0
35,Elizabeth Choi,2,82.0,100,3,78.33,25.0,3.6700000000000017,0,0.0,-3.6700000000000017,0
35,Elizabeth Choi,3,89.0,63,3,72.67,15.75,16.33,0,8.0,-16.33,0
35,Elizabeth Choi,3,64.0,65,3,78.67,16.25,14.670000000000002,0,31.0,14.670000000000002,0
35,Elizabeth Choi,3,50.0,73,3,92.67,18.25,42.67,0,37.0,42.67,1
35,Elizabeth Choi,3,65.0,92,3,82.0,23.0,17.0,0,3.0,17.0,0
36,Jamie Orozco,1,33.0,38,3,40.0,9.5,7.0,0,89.0,7.0,1
36,Jamie Orozco,1,64.0,83,3,84.33,20.75,20.33,0,13.0,20.33,0
36,Jamie Orozco,1,73.0,94,3,89.0,23.5,16.0,0,0.0,16.0,0
36,Jamie Orozco,1,55.0,97,3,71.33,24.25,16.33,0,8.0,16.33,1
36,Jamie Orozco,2,50.0,63,3,65.0,15.75,15.0,0,47.0,15.0,1
36,Jamie Orozco,2,35.0,69,3,34.0,17.25,1.0,0,56.0,-1.0,1
36,Jamie Orozco,2,81.0,75,3,86.67,18.75,5.670000000000002,0,4.0,5.670000000000002,0
36,Jamie Orozco,2,60.0,96,3,85.33,24.0,25.33,0,4.0,25.33,0
36,Jamie Orozco,3,46.0,31,3,36.33,7.75,9.670000000000002,0,83.0,-9.670000000000002,1
36,Jamie Orozco,3,67.0,71,3,87.67,17.75,20.67,0,22.0,20.67,0
36,Jamie Orozco,3,68.0,81,3,90.33,20.25,22.33,0,11.0,22.33,0
37,Lisa Baker,1,69.0,66,3,72.33,16.5,3.3299999999999983,0,25.0,3.3299999999999983,0
37,Lisa Baker,1,83.0,69,3,78.0,17.25,5.0,0,8.0,-5.0,0
37,Lisa Baker,1,78.0,87,3,74.0,21.75,4.0,0,0.0,-4.0,0
37,Lisa Baker,1,77.0,93,3,85.0,23.25,8.0,0,0.0,8.0,0
37,Lisa Baker,2,50.0,63,3,87.67,15.75,37.67,0,47.0,37.67,1
37,Lisa Baker,2,56.0,73,3,77.67,18.25,21.67,0,31.0,21.67,1
37,Lisa Baker,2,97.0,82,3,77.33,20.5,19.67,0,0.0,-19.67,0
37,Lisa Baker,2,95.0,84,3,83.0,21.0,12.0,0,0.0,-12.0,0
37,Lisa Baker,2,88.0,89,3,59.0,22.25,29.0,0,0.0,-29.0,0
37,Lisa Baker,3,81.0,68,3,94.67,17.0,13.670000000000002,0,11.0,13.670000000000002,0
37,Lisa Baker,3,80.0,72,3,92.33,18.0,12.329999999999998,0,8.0,12.329999999999998,0
37,Lisa Baker,3,89.0,88,3,77.33,22.0,11.670000000000002,0,0.0,-11.670000000000002,0
38,Michael Rose,1,30.0,54,3,36.67,13.5,6.670000000000002,0,76.0,6.670000000000002,1
38,Michael Rose,1,76.0,63,3,76.67,15.75,0.6700000000000017,0,21.0,0.6700000000000017,0
38,Michael Rose,1,69.0,72,3,80.67,18.0,11.670000000000002,0,19.0,11.670000000000002,0
38,Michael Rose,1,88.0,81,3,66.33,20.25,21.67,0,0.0,-21.67,0
38,Michael Rose,2,64.0,68,3,67.0,17.0,3.0,0,28.0,3.0,0
38,Michael Rose,2,95.0,99,3,78.67,24.75,16.33,0,0.0,-16.33,0
38,Michael Rose,2,61.0,100,3,69.67,25.0,8.670000000000002,0,0.0,8.670000000000002,0
38,Michael Rose,3,100.0,77,3,73.33,19.25,26.67,0,0.0,-26.67,0
38,Michael Rose,3,97.0,85,3,59.67,21.25,37.33,0,0.0,-37.33,0
38,Michael Rose,3,58.0,86,3,81.33,21.5,23.33,0,16.0,23.33,1
38,Michael Rose,3,79.0,95,3,88.33,23.75,9.329999999999998,0,0.0,9.329999999999998,0
38,Michael Rose,3,98.0,97,3,79.0,24.25,19.0,0,0.0,-19.0,0
39,Jacqueline Reynolds,1,72.0,61,3,62.67,15.25,9.329999999999998,0,27.0,-9.329999999999998,0
39,Jacqueline Reynolds,1,87.0,82,3,78.0,20.5,9.0,0,0.0,-9.0,0
39,Jacqueline Reynolds,2,77.0,63,3,70.0,15.75,7.0,0,20.0,-7.0,0
39,Jacqueline Reynolds,2,100.0,92,3,84.67,23.0,15.329999999999998,0,0.0,-15.329999999999998,0
39,Jacqueline Reynolds,2,95.0,93,3,75.0,23.25,20.0,0,0.0,-20.0,0
39,Jacqueline Reynolds,3,93.0,63,3,63.33,15.75,29.67,0,4.0,-29.67,0
39,Jacqueline Reynolds,3,78.0,73,3,65.33,18.25,12.670000000000002,0,9.0,-12.670000000000002,0
39,Jacqueline Reynolds,3,83.0,97,3,68.0,24.25,15.0,0,0.0,-15.0,0
40,Joyce Hall,1,91.0,64,3,82.0,16.0,9.0,0,5.0,-9.0,0
40,Joyce Hall,1,82.0,82,3,70.0,20.5,12.0,0,0.0,-12.0,0
40,Joyce Hall,1,100.0,85,3,67.33,21.25,32.67,0,0.0,-32.67,0
40,Joyce Hall,1,61.0,94,3,69.0,23.5,8.0,0,5.0,8.0,0
40,Joyce Hall,2,60.0,61,3,72.67,15.25,12.670000000000002,0,39.0,12.670000000000002,0
40,Joyce Hall,2,87.0,71,3,80.67,17.75,6.329999999999998,0,2.0,-6.329999999999998,0
40,Joyce Hall,2,54.0,82,3,75.67,20.5,21.67,0,24.0,21.67,1
40,Joyce Hall,3,88.0,70,3,66.33,17.5,21.67,0,2.0,-21.67,0
40,Joyce Hall,3,62.0,71,3,83.67,17.75,21.67,0,27.0,21.67,0
41,Christian Green,1,48.0,37,3,37.0,9.25,11.0,0,75.0,-11.0,1
41,Christian Green,1,98.0,66,3,79.33,16.5,18.67,0,0.0,-18.67,0
41,Christian Green,1,76.0,69,3,66.67,17.25,9.329999999999998,0,15.0,-9.329999999999998,0
41,Christian Green,2,61.0,70,3,61.0,17.5,0.0,0,29.0,0.0,0
41,Christian Green,2,56.0,88,3,75.33,22.0,19.33,0,16.0,19.33,1
41,Christian Green,2,76.0,92,3,71.0,23.0,5.0,0,0.0,-5.0,0
41,Christian Green,2,56.0,100,3,79.33,25.0,23.33,0,4.0,23.33,1
41,Christian Green,3,91.0,75,3,67.67,18.75,23.33,0,0.0,-23.33,0
41,Christian Green,3,86.0,80,3,79.67,20.0,6.329999999999998,0,0.0,-6.329999999999998,0
41,Christian Green,3,62.0,81,3,80.0,20.25,18.0,0,17.0,18.0,0
41,Christian Green,3,86.0,90,3,81.67,22.5,4.329999999999998,0,0.0,-4.329999999999998,0
42,Kayla Schmidt,1,74.0,68,3,55.0,17.0,19.0,0,18.0,-19.0,0
42,Kayla Schmidt,1,95.0,70,3,67.33,17.5,27.67,0,0.0,-27.67,0
42,Kayla Schmidt,1,54.0,72,3,68.33,18.0,14.329999999999998,0,34.0,14.329999999999998,1
42,Kayla Schmidt,1,79.0,78,3,71.33,19.5,7.670000000000002,0,3.0,-7.670000000000002,0
42,Kayla Schmidt,2,59.0,63,3,75.33,15.75,16.33,0,38.0,16.33,1
42,Kayla Schmidt,2,61.0,73,3,70.67,18.25,9.670000000000002,0,26.0,9.670000000000002,0
42,Kayla Schmidt,2,55.0,77,3,84.33,19.25,29.33,0,28.0,29.33,1
42,Kayla Schmidt,2,99.0,96,3,74.33,24.0,24.67,0,0.0,-24.67,0
42,Kayla Schmidt,3,41.0,33,3,42.67,8.25,1.6700000000000017,0,86.0,1.6700000000000017,1
42,Kayla Schmidt,3,94.0,61,3,76.0,15.25,18.0,0,5.0,-18.0,0
42,Kayla Schmidt,3,61.0,76,3,64.33,19.0,3.3299999999999983,0,23.0,3.3299999999999983,0
43,Tabitha White,1,33.0,52,3,46.0,13.0,13.0,0,75.0,13.0,1
43,Tabitha White,1,37.0,67,3,39.0,16.75,2.0,0,56.0,2.0,1
43,Tabitha White,1,99.0,77,3,85.33,19.25,13.670000000000002,0,0.0,-13.670000000000002,0
43,Tabitha White,2,55.0,65,3,71.0,16.25,16.0,0,40.0,16.0,1
43,Tabitha White,2,53.0,78,3,75.33,19.5,22.33,0,29.0,22.33,1
43,Tabitha White,2,68.0,90,3,56.0,22.5,12.0,0,2.0,-12.0,0
43,Tabitha White,3,43.0,45,3,35.0,11.25,8.0,0,72.0,-8.0,1
43,Tabitha White,3,51.0,83,3,63.67,20.75,12.670000000000002,0,26.0,12.670000000000002,1
43,Tabitha White,3,75.0,97,3,82.0,24.25,7.0,0,0.0,7.0,0
44,Joseph Bishop,1,34.0,51,3,44.67,12.75,10.670000000000002,0,75.0,10.670000000000002,1
44,Joseph Bishop,1,62.0,61,3,78.33,15.25,16.33,0,37.0,16.33,0
44,Joseph Bishop,1,90.0,63,3,66.33,15.75,23.67,0,7.0,-23.67,0
44,Joseph Bishop,1,67.0,69,3,69.0,17.25,2.0,0,24.0,2.0,0
44,Joseph Bishop,2,86.0,60,3,79.0,15.0,7.0,0,14.0,-7.0,0
44,Joseph Bishop,2,70.0,84,3,68.33,21.0,1.6700000000000017,0,6.0,-1.6700000000000017,0
44,Joseph Bishop,2,74.0,86,3,60.33,21.5,13.670000000000002,0,0.0,-13.670000000000002,0
44,Joseph Bishop,2,70.0,98,3,73.67,24.5,3.6700000000000017,0,0.0,3.6700000000000017,0
44,Joseph Bishop,3,68.0,65,3,88.0,16.25,20.0,0,27.0,20.0,0
44,Joseph Bishop,3,35.0,68,3,35.33,17.0,0.3299999999999983,0,57.0,0.3299999999999983,1
44,Joseph Bishop,3,78.0,73,3,72.0,18.25,6.0,0,9.0,-6.0,0
44,Joseph Bishop,3,67.0,93,3,71.0,23.25,4.0,0,0.0,4.0,0
45,Abigail Bowers,1,91.0,63,3,78.33,15.75,12.670000000000002,0,6.0,-12.670000000000002,0
45,Abigail Bowers,1,89.0,71,3,75.0,17.75,14.0,0,0.0,-14.0,0
45,Abigail Bowers,1,91.5,84,6,75.17,12.0,16.33,1,0.0,-16.33,0
45,Abigail Bowers,1,72.0,96,3,70.67,24.0,1.3299999999999983,0,0.0,-1.3299999999999983,0
45,Abigail Bowers,2,33.0,37,3,40.33,9.25,7.329999999999998,0,90.0,7.329999999999998,1
45,Abigail Bowers,2,35.0,52,3,37.67,13.0,2.6700000000000017,0,73.0,2.6700000000000017,1
45,Abigail Bowers,2,66.0,85,3,72.67,21.25,6.670000000000002,0,9.0,6.670000000000002,0
45,Abigail Bowers,2,94.0,87,3,69.0,21.75,25.0,0,0.0,-25.0,0
45,Abigail Bowers,3,88.0,71,3,87.0,17.75,1.0,0,1.0,-1.0,0
45,Abigail Bowers,3,77.0,75,3,93.0,18.75,16.0,0,8.0,16.0,0
45,Abigail Bowers,3,55.0,77,3,66.33,19.25,11.329999999999998,0,28.0,11.329999999999998,1
45,Abigail Bowers,3,56.0,80,3,89.33,20.0,33.33,0,24.0,33.33,1
46,Gail Larsen,1,38.0,40,3,42.33,10.0,4.329999999999998,0,82.0,4.329999999999998,1
46,Gail Larsen,1,81.0,61,3,89.67,15.25,8.670000000000002,0,18.0,8.670000000000002,0
46,Gail Larsen,1,77.0,73,3,89.67,18.25,12.670000000000002,0,10.0,12.670000000000002,0
46,Gail Larsen,1,94.0,88,3,77.0,22.0,17.0,0,0.0,-17.0,0
46,Gail Larsen,2,40.0,54,3,41.67,13.5,1.6700000000000017,0,66.0,1.6700000000000017,1
46,Gail Larsen,2,93.0,67,3,76.33,16.75,16.67,0,0.0,-16.67,0
46,Gail Larsen,2,85.0,82,3,63.0,20.5,22.0,0,0.0,-22.0,0
46,Gail Larsen,3,86.0,65,3,61.67,16.25,24.33,0,9.0,-24.33,0
46,Gail Larsen,3,90.0,78,3,71.33,19.5,18.67,0,0.0,-18.67,0
46,Gail Larsen,3,58.0,89,3,70.33,22.25,12.329999999999998,0,13.0,12.329999999999998,1
46,Gail Larsen,3,52.0,93,3,77.67,23.25,25.67,0,15.0,25.67,1
46,Gail Larsen,3,52.0,96,3,75.33,24.0,23.33,0,12.0,23.33,1
47,Jacob Hughes,1,73.0,68,3,83.0,17.0,10.0,0,19.0,10.0,0
47,Jacob Hughes,1,52.0,78,3,82.0,19.5,30.0,0,30.0,30.0,1
47,Jacob Hughes,1,79.0,79,3,71.33,19.75,7.670000000000002,0,2.0,-7.670000000000002,0
47,Jacob Hughes,2,42.0,45,3,38.0,11.25,4.0,0,73.0,-4.0,1
47,Jacob Hughes,2,57.0,76,3,72.67,19.0,15.670000000000002,0,27.0,15.670000000000002,1
47,Jacob Hughes,2,97.0,83,3,95.33,20.75,1.6700000000000017,0,0.0,-1.6700000000000017,0
47,Jacob Hughes,2,87.0,85,3,72.0,21.25,15.0,0,0.0,-15.0,0
47,Jacob Hughes,3,86.0,64,3,86.0,16.0,0.0,0,10.0,0.0,0
47,Jacob Hughes,3,62.0,85,3,78.0,21.25,16.0,0,13.0,16.0,0
47,Jacob Hughes,3,76.0,89,3,64.0,22.25,12.0,0,0.0,-12.0,0
48,Kelly Greene,1,43.0,61,3,34.67,15.25,8.329999999999998,0,56.0,-8.329999999999998,1
48,Kelly Greene,1,80.0,85,3,73.0,21.25,7.0,0,0.0,-7.0,0
48,Kelly Greene,1,90.0,87,3,78.33,21.75,11.670000000000002,0,0.0,-11.670000000000002,0
48,Kelly Greene,1,92.0,95,3,88.67,23.75,3.3299999999999983,0,0.0,-3.3299999999999983,0
48,Kelly Greene,2,77.0,85,3,70.67,21.25,6.329999999999998,0,0.0,-6.329999999999998,0
48,Kelly Greene,2,96.0,89,3,78.33,22.25,17.67,0,0.0,-17.67,0
48,Kelly Greene,2,62.0,92,3,73.67,23.0,11.670000000000002,0,6.0,11.670000000000002,0
48,Kelly Greene,3,91.0,89,3,59.67,22.25,31.33,0,0.0,-31.33,0
48,Kelly Greene,3,93.0,91,3,62.0,22.75,31.0,0,0.0,-31.0,0
48,Kelly Greene,3,60.0,94,3,72.67,23.5,12.670000000000002,0,6.0,12.670000000000002,0
49,Randy Johnson,1,91.0,64,3,92.67,16.0,1.6700000000000017,0,5.0,1.6700000000000017,0
49,Randy Johnson,1,50.0,66,3,68.0,16.5,18.0,0,44.0,18.0,1
49,Randy Johnson,1,95.0,71,3,60.33,17.75,34.67,0,0.0,-34.67,0
49,Randy Johnson,1,80.0,75,3,82.33,18.75,2.3299999999999983,0,5.0,2.3299999999999983,0
49,Randy Johnson,2,45.0,33,3,39.67,8.25,5.329999999999998,0,82.0,-5.329999999999998,1
49,Randy Johnson,2,70.0,72,3,86.33,18.0,16.33,0,18.0,16.33,0
49,Randy Johnson,2,50.0,88,3,80.67,22.0,30.67,0,22.0,30.67,1
49,Randy Johnson,3,92.0,83,3,89.0,20.75,3.0,0,0.0,-3.0,0
49,Randy Johnson,3,73.0,84,3,76.0,21.0,3.0,0,3.0,3.0,0
49,Randy Johnson,3,52.0,90,3,68.33,22.5,16.33,0,18.0,16.33,1
49,Randy Johnson,3,99.0,94,3,78.67,23.5,20.33,0,0.0,-20.33,0
50,Mariah Johnson,1,32.0,42,3,42.33,10.5,10.329999999999998,0,86.0,10.329999999999998,1
50,Mariah Johnson,1,52.0,62,3,90.33,15.5,38.33,0,46.0,38.33,1
50,Mariah Johnson,1,40.0,67,3,40.67,16.75,0.6700000000000017,0,53.0,0.6700000000000017,1
50,Mariah Johnson,1,74.0,69,3,70.67,17.25,3.3299999999999983,0,17.0,-3.3299999999999983,0
50,Mariah Johnson,2,35.0,50,3,37.67,12.5,2.6700000000000017,0,75.0,2.6700000000000017,1
50,Mariah Johnson,2,85.0,95,3,91.33,23.75,6.329999999999998,0,0.0,6.329999999999998,0
50,Mariah Johnson,3,54.0,75,3,77.0,18.75,23.0,0,31.0,23.0,1
50,Mariah Johnson,3,100.0,77,3,63.67,19.25,36.33,0,0.0,-36.33,0
50,Mariah Johnson,3,63.0,79,3,69.67,19.75,6.670000000000002,0,18.0,6.670000000000002,0
50,Mariah Johnson,3,75.0,91,3,71.67,22.75,3.3299999999999983,0,0.0,-3.3299999999999983,0
51,Matthew Hunt,1,77.0,62,3,75.67,15.5,1.3299999999999983,0,21.0,-1.3299999999999983,0
51,Matthew Hunt,1,42.0,69,3,41.67,17.25,0.3299999999999983,0,49.0,-0.3299999999999983,1
51,Matthew Hunt,1,81.0,70,3,65.0,17.5,16.0,0,9.0,-16.0,0
51,Matthew Hunt,2,47.0,43,3,35.33,10.75,11.670000000000002,0,70.0,-11.670000000000002,1
51,Matthew Hunt,2,77.0,64,3,75.67,16.0,1.3299999999999983,0,19.0,-1.3299999999999983,0
51,Matthew Hunt,2,58.0,69,3,67.33,17.25,9.329999999999998,0,33.0,9.329999999999998,1
51,Matthew Hunt,2,68.0,71,3,78.33,17.75,10.329999999999998,0,21.0,10.329999999999998,0
51,Matthew Hunt,2,53.0,89,3,65.67,22.25,12.670000000000002,0,18.0,12.670000000000002,1
51,Matthew Hunt,3,84.0,60,3,75.0,15.0,9.0,0,16.0,-9.0,0
51,Matthew Hunt,3,64.0,77,3,92.33,19.25,28.33,0,19.0,28.33,0
51,Matthew Hunt,3,75.0,82,3,60.0,20.5,15.0,0,3.0,-15.0,0
51,Matthew Hunt,3,51.0,89,3,80.67,22.25,29.67,0,20.0,29.67,1
52,Nathan Copeland,1,31.0,57,3,41.33,14.25,10.329999999999998,0,72.0,10.329999999999998,1
52,Nathan Copeland,1,53.0,84,3,84.0,21.0,31.0,0,23.0,31.0,1
52,Nathan Copeland,1,56.0,91,3,69.0,22.75,13.0,0,13.0,13.0,1
52,Nathan Copeland,1,91.0,95,3,81.67,23.75,9.329999999999998,0,0.0,-9.329999999999998,0
52,Nathan Copeland,2,79.0,61,3,89.67,15.25,10.670000000000002,0,20.0,10.670000000000002,0
52,Nathan Copeland,2,66.0,67,3,64.0,16.75,2.0,0,27.0,-2.0,0
52,Nathan Copeland,2,57.0,76,3,69.0,19.0,12.0,0,27.0,12.0,1
52,Nathan Copeland,2,100.0,88,3,81.33,22.0,18.67,0,0.0,-18.67,0
52,Nathan Copeland,3,43.0,38,3,34.33,9.5,8.670000000000002,0,79.0,-8.670000000000002,1
52,Nathan Copeland,3,63.0,68,3,75.33,17.0,12.329999999999998,0,29.0,12.329999999999998,0
53,Jennifer Ramos,1,84.0,83,3,71.0,20.75,13.0,0,0.0,-13.0,0
53,Jennifer Ramos,1,58.0,86,3,81.0,21.5,23.0,0,16.0,23.0,1
53,Jennifer Ramos,1,63.0,91,3,72.0,22.75,9.0,0,6.0,9.0,0
53,Jennifer Ramos,2,73.0,65,3,71.67,16.25,1.3299999999999983,0,22.0,-1.3299999999999983,0
53,Jennifer Ramos,2,69.0,90,3,79.33,22.5,10.329999999999998,0,1.0,10.329999999999998,0
53,Jennifer Ramos,2,86.0,94,6,76.5,13.428571428571429,9.5,1,0.0,-9.5,0
53,Jennifer Ramos,3,37.0,65,3,36.33,16.25,0.6700000000000017,0,58.0,-0.6700000000000017,1
53,Jennifer Ramos,3,77.0,68,3,81.33,17.0,4.329999999999998,0,15.0,4.329999999999998,0
53,Jennifer Ramos,3,74.0,70,3,71.33,17.5,2.6700000000000017,0,16.0,-2.6700000000000017,0
54,Amanda Jordan,1,70.0,69,3,68.67,17.25,1.3299999999999983,0,21.0,-1.3299999999999983,0
54,Amanda Jordan,1,90.0,81,3,67.33,20.25,22.67,0,0.0,-22.67,0
54,Amanda Jordan,1,96.0,93,3,69.0,23.25,27.0,0,0.0,-27.0,0
54,Amanda Jordan,2,72.0,69,3,83.33,17.25,11.329999999999998,0,19.0,11.329999999999998,0
54,Amanda Jordan,2,58.0,85,3,71.0,21.25,13.0,0,17.0,13.0,1
54,Amanda Jordan,3,32.0,30,3,42.67,7.5,10.670000000000002,0,98.0,10.670000000000002,1
54,Amanda Jordan,3,70.0,68,3,72.33,17.0,2.3299999999999983,0,22.0,2.3299999999999983,0
54,Amanda Jordan,3,87.0,75,3,63.33,18.75,23.67,0,0.0,-23.67,0
54,Amanda Jordan,3,68.0,93,3,68.67,23.25,0.6700000000000017,0,0.0,0.6700000000000017,0
54,Amanda Jordan,3,95.0,97,3,61.0,24.25,34.0,0,0.0,-34.0,0
55,Tyler Macias,1,57.0,75,3,77.0,18.75,20.0,0,28.0,20.0,1
55,Tyler Macias,1,100.0,76,3,71.67,19.0,28.33,0,0.0,-28.33,0
55,Tyler Macias,2,35.0,34,3,36.0,8.5,1.0,0,91.0,1.0,1
55,Tyler Macias,2,65.0,70,3,82.0,17.5,17.0,0,25.0,17.0,0
55,Tyler Macias,2,94.0,72,3,68.0,18.0,26.0,0,0.0,-26.0,0
55,Tyler Macias,2,80.0,85,3,85.33,21.25,5.329999999999998,0,0.0,5.329999999999998,0
55,Tyler Macias,3,99.0,66,3,79.0,16.5,20.0,0,0.0,-20.0,0
55,Tyler Macias,3,92.0,81,3,66.33,20.25,25.67,0,0.0,-25.67,0
56,Roberto Phillips,1,62.0,79,3,82.67,19.75,20.67,0,19.0,20.67,0
56,Roberto Phillips,1,81.0,96,3,92.0,24.0,11.0,0,0.0,11.0,0
56,Roberto Phillips,2,65.0,80,3,86.0,20.0,21.0,0,15.0,21.0,0
56,Roberto Phillips,2,87.0,81,3,76.0,20.25,11.0,0,0.0,-11.0,0
56,Roberto Phillips,2,77.0,95,3,83.33,23.75,6.329999999999998,0,0.0,6.329999999999998,0
56,Roberto Phillips,3,78.0,69,3,81.33,17.25,3.3299999999999983,0,13.0,3.3299999999999983,0
56,Roberto Phillips,3,89.0,76,3,81.0,19.0,8.0,0,0.0,-8.0,0
56,Roberto Phillips,3,59.0,78,3,81.67,19.5,22.67,0,23.0,22.67,1
